Time,ECG [V],Annotation
[21:38:31.228],-0.322,Awake
[21:38:31.232],-0.322,Awake
[21:38:31.236],-0.314,Awake
[21:38:31.240],-0.314,Awake
[21:38:31.244],-0.306,Awake
[21:38:31.248],-0.298,Awake
[21:38:31.252],-0.29,Awake
[21:38:31.256],-0.282,Awake
[21:38:31.260],-0.275,Awake
[21:38:31.264],-0.267,Awake
[21:38:31.268],-0.259,Awake
[21:38:31.272],-0.251,Awake
[21:38:31.276],-0.243,Awake
[21:38:31.280],-0.235,Awake
[21:38:31.284],-0.227,Awake
[21:38:31.288],-0.227,Awake
[21:38:31.292],-0.22,Awake
[21:38:31.296],-0.212,Awake
[21:38:31.300],-0.196,Awake
[21:38:31.304],-0.196,Awake
[21:38:31.308],-0.196,Awake
[21:38:31.312],-0.196,Awake
[21:38:31.316],-0.188,Awake
[21:38:31.320],-0.196,Awake
[21:38:31.324],-0.188,Awake
[21:38:31.328],-0.196,Awake
[21:38:31.332],-0.196,Awake
[21:38:31.336],-0.196,Awake
[21:38:31.340],-0.204,Awake
[21:38:31.344],-0.204,Awake
[21:38:31.348],-0.212,Awake
[21:38:31.352],-0.22,Awake
[21:38:31.356],-0.227,Awake
[21:38:31.360],-0.235,Awake
[21:38:31.364],-0.243,Awake
[21:38:31.368],-0.251,Awake
[21:38:31.372],-0.267,Awake
[21:38:31.376],-0.275,Awake
[21:38:31.380],-0.275,Awake
[21:38:31.384],-0.282,Awake
[21:38:31.388],-0.29,Awake
[21:38:31.392],-0.298,Awake
[21:38:31.396],-0.298,Awake
[21:38:31.400],-0.298,Awake
[21:38:31.404],-0.306,Awake
[21:38:31.408],-0.306,Awake
[21:38:31.412],-0.306,Awake
[21:38:31.416],-0.306,Awake
[21:38:31.420],-0.306,Awake
[21:38:31.424],-0.306,Awake
[21:38:31.428],-0.306,Awake
[21:38:31.432],-0.306,Awake
[21:38:31.436],-0.306,Awake
[21:38:31.440],-0.314,Awake
[21:38:31.444],-0.314,Awake
[21:38:31.448],-0.306,Awake
[21:38:31.452],-0.306,Awake
[21:38:31.456],-0.306,Awake
[21:38:31.460],-0.306,Awake
[21:38:31.464],-0.306,Awake
[21:38:31.468],-0.306,Awake
[21:38:31.472],-0.306,Awake
[21:38:31.476],-0.306,Awake
[21:38:31.480],-0.298,Awake
[21:38:31.484],-0.298,Awake
[21:38:31.488],-0.298,Awake
[21:38:31.492],-0.298,Awake
[21:38:31.496],-0.29,Awake
[21:38:31.500],-0.282,Awake
[21:38:31.504],-0.282,Awake
[21:38:31.508],-0.282,Awake
[21:38:31.512],-0.275,Awake
[21:38:31.516],-0.267,Awake
[21:38:31.520],-0.267,Awake
[21:38:31.524],-0.259,Awake
[21:38:31.528],-0.259,Awake
[21:38:31.532],-0.251,Awake
[21:38:31.536],-0.243,Awake
[21:38:31.540],-0.243,Awake
[21:38:31.544],-0.243,Awake
[21:38:31.548],-0.235,Awake
[21:38:31.552],-0.227,Awake
[21:38:31.556],-0.235,Awake
[21:38:31.560],-0.227,Awake
[21:38:31.564],-0.227,Awake
[21:38:31.568],-0.227,Awake
[21:38:31.572],-0.227,Awake
[21:38:31.576],-0.227,Awake
[21:38:31.580],-0.227,Awake
[21:38:31.584],-0.227,Awake
[21:38:31.588],-0.227,Awake
[21:38:31.592],-0.235,Awake
[21:38:31.596],-0.235,Awake
[21:38:31.600],-0.235,Awake
[21:38:31.604],-0.235,Awake
[21:38:31.608],-0.243,Awake
[21:38:31.612],-0.243,Awake
[21:38:31.616],-0.235,Awake
[21:38:31.620],-0.243,Awake
[21:38:31.624],-0.243,Awake
[21:38:31.628],-0.243,Awake
[21:38:31.632],-0.243,Awake
[21:38:31.636],-0.243,Awake
[21:38:31.640],-0.243,Awake
[21:38:31.644],-0.251,Awake
[21:38:31.648],-0.251,Awake
[21:38:31.652],-0.251,Awake
[21:38:31.656],-0.243,Awake
[21:38:31.660],-0.251,Awake
[21:38:31.664],-0.243,Awake
[21:38:31.668],-0.251,Awake
[21:38:31.672],-0.251,Awake
[21:38:31.676],-0.251,Awake
[21:38:31.680],-0.251,Awake
[21:38:31.684],-0.251,Awake
[21:38:31.688],-0.251,Awake
[21:38:31.692],-0.259,Awake
[21:38:31.696],-0.251,Awake
[21:38:31.700],-0.251,Awake
[21:38:31.704],-0.251,Awake
[21:38:31.708],-0.251,Awake
[21:38:31.712],-0.251,Awake
[21:38:31.716],-0.251,Awake
[21:38:31.720],-0.251,Awake
[21:38:31.724],-0.251,Awake
[21:38:31.728],-0.251,Awake
[21:38:31.732],-0.251,Awake
[21:38:31.736],-0.243,Awake
[21:38:31.740],-0.251,Awake
[21:38:31.744],-0.251,Awake
[21:38:31.748],-0.243,Awake
[21:38:31.752],-0.251,Awake
[21:38:31.756],-0.251,Awake
[21:38:31.760],-0.251,Awake
[21:38:31.764],-0.251,Awake
[21:38:31.768],-0.251,Awake
[21:38:31.772],-0.251,Awake
[21:38:31.776],-0.251,Awake
[21:38:31.780],-0.235,Awake
[21:38:31.784],-0.235,Awake
[21:38:31.788],-0.227,Awake
[21:38:31.792],-0.22,Awake
[21:38:31.796],-0.212,Awake
[21:38:31.800],-0.212,Awake
[21:38:31.804],-0.212,Awake
[21:38:31.808],-0.212,Awake
[21:38:31.812],-0.204,Awake
[21:38:31.816],-0.196,Awake
[21:38:31.820],-0.188,Awake
[21:38:31.824],-0.18,Awake
[21:38:31.828],-0.173,Awake
[21:38:31.832],-0.165,Awake
[21:38:31.836],-0.165,Awake
[21:38:31.840],-0.173,Awake
[21:38:31.844],-0.188,Awake
[21:38:31.848],-0.188,Awake
[21:38:31.852],-0.196,Awake
[21:38:31.856],-0.204,Awake
[21:38:31.860],-0.212,Awake
[21:38:31.864],-0.212,Awake
[21:38:31.868],-0.212,Awake
[21:38:31.872],-0.212,Awake
[21:38:31.876],-0.22,Awake
[21:38:31.880],-0.235,Awake
[21:38:31.884],-0.251,Awake
[21:38:31.888],-0.267,Awake
[21:38:31.892],-0.275,Awake
[21:38:31.896],-0.282,Awake
[21:38:31.900],-0.282,Awake
[21:38:31.904],-0.282,Awake
[21:38:31.908],-0.282,Awake
[21:38:31.912],-0.282,Awake
[21:38:31.916],-0.282,Awake
[21:38:31.920],-0.282,Awake
[21:38:31.924],-0.282,Awake
[21:38:31.928],-0.282,Awake
[21:38:31.932],-0.282,Awake
[21:38:31.936],-0.282,Awake
[21:38:31.940],-0.282,Awake
[21:38:31.944],-0.275,Awake
[21:38:31.948],-0.275,Awake
[21:38:31.952],-0.259,Awake
[21:38:31.956],-0.22,Awake
[21:38:31.960],-0.125,Awake
[21:38:31.964],0.055,Awake
[21:38:31.968],0.345,Awake
[21:38:31.972],0.714,Awake
[21:38:31.976],0.996,Awake
[21:38:31.980],0.996,Awake
[21:38:31.984],0.996,Awake
[21:38:31.988],0.996,Awake
[21:38:31.992],0.996,Awake
[21:38:31.996],0.596,Awake
[21:38:32.000],-0.047,Awake
[21:38:32.004],-0.533,Awake
[21:38:32.008],-0.761,Awake
[21:38:32.012],-0.761,Awake
[21:38:32.016],-0.643,Awake
[21:38:32.020],-0.518,Awake
[21:38:32.024],-0.431,Awake
[21:38:32.028],-0.4,Awake
[21:38:32.032],-0.392,Awake
[21:38:32.036],-0.408,Awake
[21:38:32.040],-0.416,Awake
[21:38:32.044],-0.416,Awake
[21:38:32.048],-0.408,Awake
[21:38:32.052],-0.408,Awake
[21:38:32.056],-0.408,Awake
[21:38:32.060],-0.4,Awake
[21:38:32.064],-0.392,Awake
[21:38:32.068],-0.392,Awake
[21:38:32.072],-0.392,Awake
[21:38:32.076],-0.392,Awake
[21:38:32.080],-0.384,Awake
[21:38:32.084],-0.376,Awake
[21:38:32.088],-0.376,Awake
[21:38:32.092],-0.376,Awake
[21:38:32.096],-0.369,Awake
[21:38:32.100],-0.361,Awake
[21:38:32.104],-0.361,Awake
[21:38:32.108],-0.361,Awake
[21:38:32.112],-0.353,Awake
[21:38:32.116],-0.353,Awake
[21:38:32.120],-0.353,Awake
[21:38:32.124],-0.353,Awake
[21:38:32.128],-0.353,Awake
[21:38:32.132],-0.337,Awake
[21:38:32.136],-0.337,Awake
[21:38:32.140],-0.337,Awake
[21:38:32.144],-0.337,Awake
[21:38:32.148],-0.329,Awake
[21:38:32.152],-0.329,Awake
[21:38:32.156],-0.329,Awake
[21:38:32.160],-0.329,Awake
[21:38:32.164],-0.322,Awake
[21:38:32.168],-0.322,Awake
[21:38:32.172],-0.314,Awake
[21:38:32.176],-0.314,Awake
[21:38:32.180],-0.306,Awake
[21:38:32.184],-0.298,Awake
[21:38:32.188],-0.298,Awake
[21:38:32.192],-0.298,Awake
[21:38:32.196],-0.29,Awake
[21:38:32.200],-0.282,Awake
[21:38:32.204],-0.275,Awake
[21:38:32.208],-0.267,Awake
[21:38:32.212],-0.259,Awake
[21:38:32.216],-0.251,Awake
[21:38:32.220],-0.243,Awake
[21:38:32.224],-0.243,Awake
[21:38:32.228],-0.235,Awake
[21:38:32.232],-0.227,Awake
[21:38:32.236],-0.22,Awake
[21:38:32.240],-0.22,Awake
[21:38:32.244],-0.212,Awake
[21:38:32.248],-0.204,Awake
[21:38:32.252],-0.204,Awake
[21:38:32.256],-0.204,Awake
[21:38:32.260],-0.204,Awake
[21:38:32.264],-0.196,Awake
[21:38:32.268],-0.196,Awake
[21:38:32.272],-0.204,Awake
[21:38:32.276],-0.204,Awake
[21:38:32.280],-0.204,Awake
[21:38:32.284],-0.204,Awake
[21:38:32.288],-0.212,Awake
[21:38:32.292],-0.212,Awake
[21:38:32.296],-0.22,Awake
[21:38:32.300],-0.22,Awake
[21:38:32.304],-0.227,Awake
[21:38:32.308],-0.235,Awake
[21:38:32.312],-0.243,Awake
[21:38:32.316],-0.243,Awake
[21:38:32.320],-0.251,Awake
[21:38:32.324],-0.267,Awake
[21:38:32.328],-0.267,Awake
[21:38:32.332],-0.275,Awake
[21:38:32.336],-0.282,Awake
[21:38:32.340],-0.282,Awake
[21:38:32.344],-0.29,Awake
[21:38:32.348],-0.29,Awake
[21:38:32.352],-0.29,Awake
[21:38:32.356],-0.298,Awake
[21:38:32.360],-0.298,Awake
[21:38:32.364],-0.298,Awake
[21:38:32.368],-0.298,Awake
[21:38:32.372],-0.298,Awake
[21:38:32.376],-0.298,Awake
[21:38:32.380],-0.29,Awake
[21:38:32.384],-0.29,Awake
[21:38:32.388],-0.29,Awake
[21:38:32.392],-0.29,Awake
[21:38:32.396],-0.29,Awake
[21:38:32.400],-0.282,Awake
[21:38:32.404],-0.282,Awake
[21:38:32.408],-0.282,Awake
[21:38:32.412],-0.282,Awake
[21:38:32.416],-0.275,Awake
[21:38:32.420],-0.282,Awake
[21:38:32.424],-0.282,Awake
[21:38:32.428],-0.282,Awake
[21:38:32.432],-0.275,Awake
[21:38:32.436],-0.275,Awake
[21:38:32.440],-0.267,Awake
[21:38:32.444],-0.267,Awake
[21:38:32.448],-0.259,Awake
[21:38:32.452],-0.259,Awake
[21:38:32.456],-0.259,Awake
[21:38:32.460],-0.259,Awake
[21:38:32.464],-0.251,Awake
[21:38:32.468],-0.251,Awake
[21:38:32.472],-0.243,Awake
[21:38:32.476],-0.243,Awake
[21:38:32.480],-0.235,Awake
[21:38:32.484],-0.227,Awake
[21:38:32.488],-0.227,Awake
[21:38:32.492],-0.227,Awake
[21:38:32.496],-0.227,Awake
[21:38:32.500],-0.227,Awake
[21:38:32.504],-0.227,Awake
[21:38:32.508],-0.235,Awake
[21:38:32.512],-0.227,Awake
[21:38:32.516],-0.227,Awake
[21:38:32.520],-0.227,Awake
[21:38:32.524],-0.235,Awake
[21:38:32.528],-0.227,Awake
[21:38:32.532],-0.227,Awake
[21:38:32.536],-0.227,Awake
[21:38:32.540],-0.227,Awake
[21:38:32.544],-0.227,Awake
[21:38:32.548],-0.227,Awake
[21:38:32.552],-0.227,Awake
[21:38:32.556],-0.227,Awake
[21:38:32.560],-0.227,Awake
[21:38:32.564],-0.227,Awake
[21:38:32.568],-0.227,Awake
[21:38:32.572],-0.235,Awake
[21:38:32.576],-0.235,Awake
[21:38:32.580],-0.235,Awake
[21:38:32.584],-0.227,Awake
[21:38:32.588],-0.235,Awake
[21:38:32.592],-0.235,Awake
[21:38:32.596],-0.235,Awake
[21:38:32.600],-0.235,Awake
[21:38:32.604],-0.235,Awake
[21:38:32.608],-0.243,Awake
[21:38:32.612],-0.243,Awake
[21:38:32.616],-0.235,Awake
[21:38:32.620],-0.243,Awake
[21:38:32.624],-0.243,Awake
[21:38:32.628],-0.243,Awake
[21:38:32.632],-0.235,Awake
[21:38:32.636],-0.235,Awake
[21:38:32.640],-0.235,Awake
[21:38:32.644],-0.235,Awake
[21:38:32.648],-0.235,Awake
[21:38:32.652],-0.235,Awake
[21:38:32.656],-0.243,Awake
[21:38:32.660],-0.243,Awake
[21:38:32.664],-0.243,Awake
[21:38:32.668],-0.243,Awake
[21:38:32.672],-0.243,Awake
[21:38:32.676],-0.243,Awake
[21:38:32.680],-0.235,Awake
[21:38:32.684],-0.235,Awake
[21:38:32.688],-0.235,Awake
[21:38:32.692],-0.243,Awake
[21:38:32.696],-0.243,Awake
[21:38:32.700],-0.235,Awake
[21:38:32.704],-0.243,Awake
[21:38:32.708],-0.243,Awake
[21:38:32.712],-0.243,Awake
[21:38:32.716],-0.243,Awake
[21:38:32.720],-0.243,Awake
[21:38:32.724],-0.243,Awake
[21:38:32.728],-0.243,Awake
[21:38:32.732],-0.235,Awake
[21:38:32.736],-0.235,Awake
[21:38:32.740],-0.243,Awake
[21:38:32.744],-0.243,Awake
[21:38:32.748],-0.235,Awake
[21:38:32.752],-0.227,Awake
[21:38:32.756],-0.22,Awake
[21:38:32.760],-0.22,Awake
[21:38:32.764],-0.204,Awake
[21:38:32.768],-0.204,Awake
[21:38:32.772],-0.196,Awake
[21:38:32.776],-0.196,Awake
[21:38:32.780],-0.196,Awake
[21:38:32.784],-0.188,Awake
[21:38:32.788],-0.188,Awake
[21:38:32.792],-0.188,Awake
[21:38:32.796],-0.173,Awake
[21:38:32.800],-0.157,Awake
[21:38:32.804],-0.157,Awake
[21:38:32.808],-0.157,Awake
[21:38:32.812],-0.157,Awake
[21:38:32.816],-0.165,Awake
[21:38:32.820],-0.173,Awake
[21:38:32.824],-0.188,Awake
[21:38:32.828],-0.188,Awake
[21:38:32.832],-0.196,Awake
[21:38:32.836],-0.204,Awake
[21:38:32.840],-0.204,Awake
[21:38:32.844],-0.204,Awake
[21:38:32.848],-0.204,Awake
[21:38:32.852],-0.22,Awake
[21:38:32.856],-0.235,Awake
[21:38:32.860],-0.251,Awake
[21:38:32.864],-0.259,Awake
[21:38:32.868],-0.267,Awake
[21:38:32.872],-0.267,Awake
[21:38:32.876],-0.275,Awake
[21:38:32.880],-0.267,Awake
[21:38:32.884],-0.267,Awake
[21:38:32.888],-0.267,Awake
[21:38:32.892],-0.275,Awake
[21:38:32.896],-0.275,Awake
[21:38:32.900],-0.267,Awake
[21:38:32.904],-0.275,Awake
[21:38:32.908],-0.275,Awake
[21:38:32.912],-0.267,Awake
[21:38:32.916],-0.267,Awake
[21:38:32.920],-0.259,Awake
[21:38:32.924],-0.259,Awake
[21:38:32.928],-0.22,Awake
[21:38:32.932],-0.141,Awake
[21:38:32.936],0.016,Awake
[21:38:32.940],0.282,Awake
[21:38:32.944],0.627,Awake
[21:38:32.948],0.996,Awake
[21:38:32.952],0.996,Awake
[21:38:32.956],0.996,Awake
[21:38:32.960],0.996,Awake
[21:38:32.964],0.996,Awake
[21:38:32.968],0.706,Awake
[21:38:32.972],0.063,Awake
[21:38:32.976],-0.455,Awake
[21:38:32.980],-0.722,Awake
[21:38:32.984],-0.761,Awake
[21:38:32.988],-0.667,Awake
[21:38:32.992],-0.549,Awake
[21:38:32.996],-0.447,Awake
[21:38:33.000],-0.4,Awake
[21:38:33.004],-0.384,Awake
[21:38:33.008],-0.392,Awake
[21:38:33.012],-0.392,Awake
[21:38:33.016],-0.392,Awake
[21:38:33.020],-0.392,Awake
[21:38:33.024],-0.392,Awake
[21:38:33.028],-0.384,Awake
[21:38:33.032],-0.384,Awake
[21:38:33.036],-0.376,Awake
[21:38:33.040],-0.376,Awake
[21:38:33.044],-0.376,Awake
[21:38:33.048],-0.369,Awake
[21:38:33.052],-0.369,Awake
[21:38:33.056],-0.369,Awake
[21:38:33.060],-0.361,Awake
[21:38:33.064],-0.353,Awake
[21:38:33.068],-0.353,Awake
[21:38:33.072],-0.353,Awake
[21:38:33.076],-0.353,Awake
[21:38:33.080],-0.353,Awake
[21:38:33.084],-0.345,Awake
[21:38:33.088],-0.345,Awake
[21:38:33.092],-0.345,Awake
[21:38:33.096],-0.337,Awake
[21:38:33.100],-0.337,Awake
[21:38:33.104],-0.337,Awake
[21:38:33.108],-0.337,Awake
[21:38:33.112],-0.329,Awake
[21:38:33.116],-0.322,Awake
[21:38:33.120],-0.322,Awake
[21:38:33.124],-0.322,Awake
[21:38:33.128],-0.322,Awake
[21:38:33.132],-0.314,Awake
[21:38:33.136],-0.314,Awake
[21:38:33.140],-0.314,Awake
[21:38:33.144],-0.306,Awake
[21:38:33.148],-0.298,Awake
[21:38:33.152],-0.298,Awake
[21:38:33.156],-0.29,Awake
[21:38:33.160],-0.29,Awake
[21:38:33.164],-0.282,Awake
[21:38:33.168],-0.275,Awake
[21:38:33.172],-0.275,Awake
[21:38:33.176],-0.267,Awake
[21:38:33.180],-0.251,Awake
[21:38:33.184],-0.251,Awake
[21:38:33.188],-0.235,Awake
[21:38:33.192],-0.235,Awake
[21:38:33.196],-0.227,Awake
[21:38:33.200],-0.22,Awake
[21:38:33.204],-0.212,Awake
[21:38:33.208],-0.212,Awake
[21:38:33.212],-0.204,Awake
[21:38:33.216],-0.196,Awake
[21:38:33.220],-0.196,Awake
[21:38:33.224],-0.196,Awake
[21:38:33.228],-0.196,Awake
[21:38:33.232],-0.196,Awake
[21:38:33.236],-0.196,Awake
[21:38:33.240],-0.196,Awake
[21:38:33.244],-0.196,Awake
[21:38:33.248],-0.196,Awake
[21:38:33.252],-0.196,Awake
[21:38:33.256],-0.204,Awake
[21:38:33.260],-0.212,Awake
[21:38:33.264],-0.212,Awake
[21:38:33.268],-0.212,Awake
[21:38:33.272],-0.22,Awake
[21:38:33.276],-0.227,Awake
[21:38:33.280],-0.227,Awake
[21:38:33.284],-0.235,Awake
[21:38:33.288],-0.251,Awake
[21:38:33.292],-0.259,Awake
[21:38:33.296],-0.267,Awake
[21:38:33.300],-0.267,Awake
[21:38:33.304],-0.267,Awake
[21:38:33.308],-0.275,Awake
[21:38:33.312],-0.275,Awake
[21:38:33.316],-0.282,Awake
[21:38:33.320],-0.282,Awake
[21:38:33.324],-0.29,Awake
[21:38:33.328],-0.282,Awake
[21:38:33.332],-0.282,Awake
[21:38:33.336],-0.282,Awake
[21:38:33.340],-0.29,Awake
[21:38:33.344],-0.29,Awake
[21:38:33.348],-0.29,Awake
[21:38:33.352],-0.29,Awake
[21:38:33.356],-0.29,Awake
[21:38:33.360],-0.298,Awake
[21:38:33.364],-0.29,Awake
[21:38:33.368],-0.29,Awake
[21:38:33.372],-0.29,Awake
[21:38:33.376],-0.29,Awake
[21:38:33.380],-0.29,Awake
[21:38:33.384],-0.282,Awake
[21:38:33.388],-0.29,Awake
[21:38:33.392],-0.29,Awake
[21:38:33.396],-0.29,Awake
[21:38:33.400],-0.282,Awake
[21:38:33.404],-0.282,Awake
[21:38:33.408],-0.282,Awake
[21:38:33.412],-0.275,Awake
[21:38:33.416],-0.267,Awake
[21:38:33.420],-0.259,Awake
[21:38:33.424],-0.259,Awake
[21:38:33.428],-0.251,Awake
[21:38:33.432],-0.243,Awake
[21:38:33.436],-0.235,Awake
[21:38:33.440],-0.235,Awake
[21:38:33.444],-0.235,Awake
[21:38:33.448],-0.227,Awake
[21:38:33.452],-0.227,Awake
[21:38:33.456],-0.227,Awake
[21:38:33.460],-0.227,Awake
[21:38:33.464],-0.22,Awake
[21:38:33.468],-0.212,Awake
[21:38:33.472],-0.22,Awake
[21:38:33.476],-0.22,Awake
[21:38:33.480],-0.227,Awake
[21:38:33.484],-0.22,Awake
[21:38:33.488],-0.22,Awake
[21:38:33.492],-0.22,Awake
[21:38:33.496],-0.212,Awake
[21:38:33.500],-0.212,Awake
[21:38:33.504],-0.22,Awake
[21:38:33.508],-0.22,Awake
[21:38:33.512],-0.22,Awake
[21:38:33.516],-0.22,Awake
[21:38:33.520],-0.22,Awake
[21:38:33.524],-0.227,Awake
[21:38:33.528],-0.227,Awake
[21:38:33.532],-0.227,Awake
[21:38:33.536],-0.227,Awake
[21:38:33.540],-0.235,Awake
[21:38:33.544],-0.243,Awake
[21:38:33.548],-0.243,Awake
[21:38:33.552],-0.243,Awake
[21:38:33.556],-0.243,Awake
[21:38:33.560],-0.243,Awake
[21:38:33.564],-0.243,Awake
[21:38:33.568],-0.243,Awake
[21:38:33.572],-0.243,Awake
[21:38:33.576],-0.243,Awake
[21:38:33.580],-0.243,Awake
[21:38:33.584],-0.243,Awake
[21:38:33.588],-0.243,Awake
[21:38:33.592],-0.251,Awake
[21:38:33.596],-0.251,Awake
[21:38:33.600],-0.251,Awake
[21:38:33.604],-0.251,Awake
[21:38:33.608],-0.259,Awake
[21:38:33.612],-0.251,Awake
[21:38:33.616],-0.251,Awake
[21:38:33.620],-0.251,Awake
[21:38:33.624],-0.259,Awake
[21:38:33.628],-0.259,Awake
[21:38:33.632],-0.251,Awake
[21:38:33.636],-0.251,Awake
[21:38:33.640],-0.251,Awake
[21:38:33.644],-0.251,Awake
[21:38:33.648],-0.251,Awake
[21:38:33.652],-0.251,Awake
[21:38:33.656],-0.251,Awake
[21:38:33.660],-0.251,Awake
[21:38:33.664],-0.251,Awake
[21:38:33.668],-0.251,Awake
[21:38:33.672],-0.251,Awake
[21:38:33.676],-0.243,Awake
[21:38:33.680],-0.235,Awake
[21:38:33.684],-0.235,Awake
[21:38:33.688],-0.227,Awake
[21:38:33.692],-0.227,Awake
[21:38:33.696],-0.227,Awake
[21:38:33.700],-0.22,Awake
[21:38:33.704],-0.22,Awake
[21:38:33.708],-0.22,Awake
[21:38:33.712],-0.204,Awake
[21:38:33.716],-0.188,Awake
[21:38:33.720],-0.173,Awake
[21:38:33.724],-0.173,Awake
[21:38:33.728],-0.173,Awake
[21:38:33.732],-0.173,Awake
[21:38:33.736],-0.18,Awake
[21:38:33.740],-0.188,Awake
[21:38:33.744],-0.196,Awake
[21:38:33.748],-0.204,Awake
[21:38:33.752],-0.204,Awake
[21:38:33.756],-0.212,Awake
[21:38:33.760],-0.22,Awake
[21:38:33.764],-0.212,Awake
[21:38:33.768],-0.22,Awake
[21:38:33.772],-0.227,Awake
[21:38:33.776],-0.243,Awake
[21:38:33.780],-0.259,Awake
[21:38:33.784],-0.267,Awake
[21:38:33.788],-0.282,Awake
[21:38:33.792],-0.282,Awake
[21:38:33.796],-0.282,Awake
[21:38:33.800],-0.282,Awake
[21:38:33.804],-0.282,Awake
[21:38:33.808],-0.29,Awake
[21:38:33.812],-0.29,Awake
[21:38:33.816],-0.282,Awake
[21:38:33.820],-0.29,Awake
[21:38:33.824],-0.282,Awake
[21:38:33.828],-0.282,Awake
[21:38:33.832],-0.275,Awake
[21:38:33.836],-0.275,Awake
[21:38:33.840],-0.275,Awake
[21:38:33.844],-0.275,Awake
[21:38:33.848],-0.251,Awake
[21:38:33.852],-0.188,Awake
[21:38:33.856],-0.063,Awake
[21:38:33.860],0.157,Awake
[21:38:33.864],0.478,Awake
[21:38:33.868],0.847,Awake
[21:38:33.872],0.996,Awake
[21:38:33.876],0.996,Awake
[21:38:33.880],0.996,Awake
[21:38:33.884],0.996,Awake
[21:38:33.888],0.886,Awake
[21:38:33.892],0.243,Awake
[21:38:33.896],-0.345,Awake
[21:38:33.900],-0.714,Awake
[21:38:33.904],-0.824,Awake
[21:38:33.908],-0.761,Awake
[21:38:33.912],-0.62,Awake
[21:38:33.916],-0.502,Awake
[21:38:33.920],-0.431,Awake
[21:38:33.924],-0.408,Awake
[21:38:33.928],-0.4,Awake
[21:38:33.932],-0.4,Awake
[21:38:33.936],-0.4,Awake
[21:38:33.940],-0.408,Awake
[21:38:33.944],-0.4,Awake
[21:38:33.948],-0.4,Awake
[21:38:33.952],-0.392,Awake
[21:38:33.956],-0.392,Awake
[21:38:33.960],-0.392,Awake
[21:38:33.964],-0.384,Awake
[21:38:33.968],-0.384,Awake
[21:38:33.972],-0.384,Awake
[21:38:33.976],-0.384,Awake
[21:38:33.980],-0.376,Awake
[21:38:33.984],-0.369,Awake
[21:38:33.988],-0.369,Awake
[21:38:33.992],-0.369,Awake
[21:38:33.996],-0.369,Awake
[21:38:34.000],-0.361,Awake
[21:38:34.004],-0.361,Awake
[21:38:34.008],-0.361,Awake
[21:38:34.012],-0.353,Awake
[21:38:34.016],-0.345,Awake
[21:38:34.020],-0.345,Awake
[21:38:34.024],-0.345,Awake
[21:38:34.028],-0.345,Awake
[21:38:34.032],-0.337,Awake
[21:38:34.036],-0.337,Awake
[21:38:34.040],-0.337,Awake
[21:38:34.044],-0.329,Awake
[21:38:34.048],-0.329,Awake
[21:38:34.052],-0.322,Awake
[21:38:34.056],-0.322,Awake
[21:38:34.060],-0.314,Awake
[21:38:34.064],-0.314,Awake
[21:38:34.068],-0.306,Awake
[21:38:34.072],-0.306,Awake
[21:38:34.076],-0.306,Awake
[21:38:34.080],-0.298,Awake
[21:38:34.084],-0.29,Awake
[21:38:34.088],-0.29,Awake
[21:38:34.092],-0.282,Awake
[21:38:34.096],-0.267,Awake
[21:38:34.100],-0.259,Awake
[21:38:34.104],-0.259,Awake
[21:38:34.108],-0.251,Awake
[21:38:34.112],-0.243,Awake
[21:38:34.116],-0.235,Awake
[21:38:34.120],-0.235,Awake
[21:38:34.124],-0.227,Awake
[21:38:34.128],-0.22,Awake
[21:38:34.132],-0.212,Awake
[21:38:34.136],-0.204,Awake
[21:38:34.140],-0.204,Awake
[21:38:34.144],-0.204,Awake
[21:38:34.148],-0.196,Awake
[21:38:34.152],-0.196,Awake
[21:38:34.156],-0.204,Awake
[21:38:34.160],-0.204,Awake
[21:38:34.164],-0.204,Awake
[21:38:34.168],-0.204,Awake
[21:38:34.172],-0.212,Awake
[21:38:34.176],-0.212,Awake
[21:38:34.180],-0.212,Awake
[21:38:34.184],-0.22,Awake
[21:38:34.188],-0.227,Awake
[21:38:34.192],-0.235,Awake
[21:38:34.196],-0.243,Awake
[21:38:34.200],-0.251,Awake
[21:38:34.204],-0.259,Awake
[21:38:34.208],-0.267,Awake
[21:38:34.212],-0.275,Awake
[21:38:34.216],-0.275,Awake
[21:38:34.220],-0.282,Awake
[21:38:34.224],-0.29,Awake
[21:38:34.228],-0.298,Awake
[21:38:34.232],-0.298,Awake
[21:38:34.236],-0.306,Awake
[21:38:34.240],-0.306,Awake
[21:38:34.244],-0.314,Awake
[21:38:34.248],-0.306,Awake
[21:38:34.252],-0.314,Awake
[21:38:34.256],-0.314,Awake
[21:38:34.260],-0.322,Awake
[21:38:34.264],-0.322,Awake
[21:38:34.268],-0.322,Awake
[21:38:34.272],-0.322,Awake
[21:38:34.276],-0.322,Awake
[21:38:34.280],-0.322,Awake
[21:38:34.284],-0.322,Awake
[21:38:34.288],-0.322,Awake
[21:38:34.292],-0.322,Awake
[21:38:34.296],-0.322,Awake
[21:38:34.300],-0.322,Awake
[21:38:34.304],-0.322,Awake
[21:38:34.308],-0.322,Awake
[21:38:34.312],-0.322,Awake
[21:38:34.316],-0.314,Awake
[21:38:34.320],-0.314,Awake
[21:38:34.324],-0.306,Awake
[21:38:34.328],-0.298,Awake
[21:38:34.332],-0.298,Awake
[21:38:34.336],-0.298,Awake
